title,text,rating,date_original,year,month,visit_category,language,tokens_count,keywords,id,sentiment_overall,sentiment_score,type,review.review_id,review.title,review.text,review.rating,review.date_original,review.year,review.month,review.visit_category,review.language,review.sentiment.overall,review.sentiment.score,review.tokens_count,review.keywords,data,dtitle,name,source_id,review_id,business_unit,trip_type,author.name,author.country,location.name,location.city,location.country,tour_id,reviews,isFake,fakeReason,data.title,data.text,data.rating,data.date_original,data.year,data.month,data.visit_category,data.language,data.sentiment.overall,data.sentiment.score,data.tokens_count,data.keywords,detailed,año,mes,titulo,texto,calificación,fecha_original,categoría_visita,idioma,conteo_tokens,palabras_clave,sentimiento.general,sentimiento.puntuación,detailed_analysis.step_1_review_id,detailed_analysis.step_2_title,detailed_analysis.step_3_text,detailed_analysis.step_4_rating,detailed_analysis.step_5_date,detailed_analysis.step_6_language,detailed_analysis.step_7_sentiment,detailed_analysis.step_8_tokens_count,detailed_analysis.step_9_keywords,final_output.title,final_output.text,final_output.rating,final_output.date_original,final_output.year,final_output.month,final_output.visit_category,final_output.language,final_output.sentiment.overall,final_output.sentiment.score,final_output.tokens_count,final_output.keywords,a,b,c,d_original,e,f,g,h,l,m,i.j,i.k,tags,reviewer.name,reviewer.country,reviewer.total_reviews,property.property_id,property.property_name,property.brand,property.address,property.stars,property.property_type,stay.check_in,stay.nights_stayed,stay.room_type,stay.num_guests,stay.num_rooms,stay.purpose,stay.travelers,ratings.cleanliness,ratings.comfort,ratings.location,ratings.facilities,ratings.staff,ratings.value_for_money,ratings.wifi,ratings.avg_rating,ratings.max_rating,trip_info.source,trip_info.trip_type,trip_info.device,trip_info.helpful_votes,a2,reviewId,author,authorUrl,authorImage,review,ratingDate,numHelpful,labels,pics,reviewLink,pubdate,is_verified,source,hotel_name,city,country,gfg,gpt,prompt_tokens,completion_tokens,total_tokens,stays,trip_date,trip_composition,stay_duration,languages,version,photos,helpful_count,responses,product_info,reviewer.user_image,reviewer.username,reviewer.url,reviewer.age_group,reviewer.language,reviewer.is_verified,reviewer.contributions,reviewer.location,reviewer.first_review,reviewer.last_review,reviewed.id,reviewed.title,reviewed.description,reviewed.url,reviewed.photo_count,reviewed.location,dates.review,dates.property,dates.collected,duplicated,similarity_score,original_review_id,reviewer_similarity_score,metadata.reviewer_name,metadata.reviewer_location,metadata.reviewer_contribution_count,metadata.reviewer_helpful_count,metadata.reviewer_avatar,stars,date,required,properties.title.type,properties.text.type,properties.rating.type,properties.date_original.type,properties.year.type,properties.month.type,properties.visit_category.enum,properties.language.type,properties.sentiment.type,properties.sentiment.properties.overall.enum,properties.sentiment.properties.score.type,properties.sentiment.required,properties.tokens_count.type,properties.keywords.type,properties.keywords.items.type,a5d5a,gpt4o,total_reviews,detailed_analysis,dtext,drating,ddate_original,dyear,dmonth,dvisit_category,dlanguage,dtokens_count,dkeywords,dsentiment.doverall,dsentiment.dscore,d1e1a2c,t,r,d_o,y,v_c,t_c,k,s.o,s.sc,reviewer,reviewer_city,reviewer_country,dato_original,d11a2b3c,d,dual,message,properties.visit_category.type,properties.sentiment.properties.overall.type,properties.sentiment.properties.score.minimum,properties.sentiment.properties.score.maximum,properties.keywords.minItems,properties.keywords.maxItems,d7e4b1a,a123,titl3,categoria_visita,sentimiento.puntaje,groomer_id,groomer_name,groomer_image_thumb
Discover Lima!!!,"Excellent!!! I liked Lima very much; it was a grateful surprise. I felt at home. International cuisine, good drinks and service note 10",5.0,Aug 2025 • Couples,2025.0,August,Couple,en,29.0,"['lima', 'excellent', 'cuisine', 'drinks', 'service', 'surprise', 'home', 'international']",23,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good service,"Punctual attention, only missed a telephone contact before travel both on arrival and departure and on arrival it would be prudent to warn that the driver can not wait inside the lobby",5.0,"Written July 26, 2025",2025.0,July,Unknown,en,42.0,"['punctual', 'attention', 'telephone', 'contact', 'travel', 'arrival', 'departure', 'warn', 'driver', 'lobby']",24,positive,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great experience.,"We made the transfers with that Enterprise. Perfect transport, clean and new. I recommend, for punctuality, customer care and availability.",5.0,"Written July 24, 2025",2025.0,July,Unknown,en,29.0,"['transfers', 'enterprise', 'transport', 'clean', 'new', 'punctuality', 'customer', 'care', 'availability', 'recommend']",25,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smooth Transportation from the Airport,Amazing service. In the case that you can not find the driver that is holding the sign with your name you can contact them on Whatsapp 24/7 and they will immediately help you locate your driver!,5.0,Jul 2025 • Friends,2025.0,July,Friends,en,38.0,"['amazing', 'service', 'driver', 'whatsapp', 'locate', 'transportation', 'airport', 'smooth']",26,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing service!!,Showed up early and helped us carry and load all of our bags! Great company for airport transfers! Van was super nice and clean!,5.0,Jun 2025 • Family,2025.0,June,Family,en,27.0,"['amazing', 'service', 'airport', 'transfers', 'van', 'clean', 'helped', 'bags']",27,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genial,"We only spent a day, because we had a connecting flight, but that day we were there we had a great time people in Peru are very warm and friendly our guides who one sought us from the airport and the other took us was excellent care of both the truth that super friendly and friendly people",5.0,May 2025 • Couples,2025.0,May,Couple,en,67.0,"['peru', 'friendly', 'guides', 'great', 'time', 'warm', 'airport', 'excellent', 'care', 'connecting']",28,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vipac: great service provider in Peru.,"I traveled to Peru with all the assistance of Vipac, such as transfers, sightseeing tours... And the service provided was impeccable: very good cars, wonderful guides. Super indico.",5.0,"Written June 2, 2025",2025.0,June,Unknown,en,39.0,"['vipac', 'peru', 'service', 'transfers', 'sightseeing', 'tours', 'cars', 'guides', 'impeccable', 'indico']",29,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transfers Lima,"Very friendly drivers, punctual with responsible handling. On arrival they waited for me with a sign with my name and on return they arrive 15 minutes early to the hotel with very good disposition",5.0,May 2025 • Couples,2025.0,May,Couple,en,52.0,"['friendly', 'drivers', 'punctual', 'arrival', 'return', 'hotel', 'disposition', 'sign', 'name']",30,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We visited the churches parliament and Museum. Best is the Museo Larco,"Gabriel is an experience and excellent tour guy we met, calm and easy, explain all the details in the historic places we visited. Speak good English and communicated well. If we have a chance to visit Lima, Gabriel is the excellent choice and made our day. Thank you Gabriel",5.0,"Written September 16, 2025",2025.0,September,Unknown,en,66.0,"['gabriel', 'tour', 'museo', 'larco', 'lima', 'historic', 'churches', 'parliament', 'museum', 'english']",31,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"problems in reservations in hotels, were not made . No check-in between the cities of Juliaca and Lima was made.",The agency should worry more about the customers. If I'm on vacation is to enjoy them without worry of bookmarks and follow-up,3.0,"Written August 31, 2025",2025.0,August,Unknown,en,28.0,"['agency', 'customers', 'vacation', 'enjoy', 'worry', 'reservations', 'hotels', 'check-in', 'juliaca', 'lima']",32,negative,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We would repeat with ViPac,"The trip proceeded as planned in the program. We were always well informed of schedules and activities. Also, throughout the trip we were accompanied by excellent professionals, very competent and friendly.",5.0,"Written August 15, 2025",2025.0,August,Unknown,en,38.0,"['trip', 'program', 'schedules', 'activities', 'professionals', 'competent', 'friendly', 'vipac', 'planned', 'informed']",33,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peru is beautiful, but...","I make more than 5 important trips a year, so I think I can distinguish the mediocre organization from the good one. And in this 12-day trip the good level has not been there. The value for money was not the best. Little attention to customer/tourist needs. Skipped or changed visits at the last moment, little time for visits, but a lot of time spent for example shopping in agreed places. Poor hotels. I gave 3 bullets and not two because Peru is still beautiful.",3.0,"Written August 13, 2025",2025.0,August,Unknown,en,97.0,"['peru', 'trip', 'money', 'visits', 'hotels', 'attention', 'customer', 'changed', 'shopping', 'beautiful']",34,neutral,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent attention !!!!!!,Very cordial. They were very professional and careful in all aspects. Punctual in all that remains of the search to lead us to the excursions and careful in the areas that were for us dangerous,5.0,"Written August 6, 2025",2025.0,August,Unknown,en,48.0,"['cordial', 'professional', 'careful', 'punctual', 'excursions', 'dangerous', 'attention', 'areas']",35,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punctuality,"They are very punctual, do everything within the schedule, guides with good will, some fun. The way they act gives us confidence that everything will take place within what was agreed upon.",5.0,Jul 2025 • Friends,2025.0,July,Friends,en,44.0,"['punctual', 'schedule', 'guides', 'confidence', 'agreed', 'fun', 'will']",36,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent experience!!,"Because everything we found excellent, transports, very friendly people and friendly guides knowledgeable about the sites visited",5.0,"Written July 23, 2025",2025.0,July,Unknown,en,20.0,"['excellent', 'transports', 'friendly', 'people', 'guides', 'knowledgeable', 'sites', 'visited']",37,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great choice.,"A great opportunity to meet Lima. Very helpful staff. Super recommend, because they are polite, punctual and friendly.",5.0,"Written July 17, 2025",2025.0,July,Unknown,en,24.0,"['great', 'lima', 'staff', 'helpful', 'recommend', 'polite', 'punctual', 'friendly']",38,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knowing Lima,"Excellent attention to tourists, explanation in each place visited and during the tour. Very pleasant for the family.",5.0,Jun 2025 • Family,2025.0,June,Family,en,20.0,"['lima', 'excellent', 'attention', 'tourists', 'explanation', 'pleasant', 'family', 'tour']",39,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru 🌅🌟🌟🌟🌟🌟🌟,"Thank you VIPAC for the excellent service. Attentive to every detail. They organized our trip from the time we arrived at the airport until we set out on our way back. They accompanied us in Lima and Cusco permanently. I would like to highlight the excellent experience we had with Rivelino, the best guide in the world😉. A real open book. Also thank David who took us to the Singrenacocha lagoon where we could meditate and connect with nature. What an experience!!!I highly recommend them.🌅🌟🌟🌟🌟🌟🌟",5.0,"Written June 12, 2025",2025.0,June,Unknown,en,88.0,"['vipac', 'excellent', 'service', 'rivelino', 'guide', 'david', 'singrenacocha', 'lagoon', 'meditate', 'nature', 'lima', 'cusco']",40,positive,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reception and follow-up,"Driver and guide excellent, attentive and helpful. Always accompanying the group with patience and education. They really showed love for their work.",5.0,Aug 2025 • Friends,2025.0,August,Friends,en,23.0,"['driver', 'guide', 'excellent', 'attentive', 'helpful', 'patient', 'education', 'love', 'work']",41,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One more for the notebook ✍️✍️✍️,"It was very good, a different country with its good and average characteristics. A culture totally different from ours.",4.0,Jul 2025 • Family,2025.0,July,Family,en,29.0,"['country', 'culture', 'different', 'good', 'average', 'notebook']",42,positive,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantastic.,An excellent experience with a fabulous guide of his name Gabriel Salazar who is of the best I have met around this world.,5.0,"Written June 21, 2025",2025.0,June,Unknown,en,24.0,"['excellent', 'experience', 'fabulous', 'guide', 'gabriel', 'salazar', 'best', 'world']",43,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efficient and helpful,"Excellent company. Agile in communication and all very helpful and polite employees, I will definitely hire them again",5.0,"Written November 22, 2024",2024.0,November,Unknown,en,20.0,"['excellent', 'company', 'communication', 'helpful', 'polite', 'employees', 'hire']",44,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viaje Perú,Excellent tour made in the city of Lima. Very entertaining and would do it again. Lots of traffic. But you can still enjoy,5.0,Jul 2024 • Couples,2024.0,July,Couple,en,29.0,"['excellent', 'tour', 'lima', 'entertaining', 'traffic', 'enjoy']",45,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk through Lima,Yanet Herrera was our wonderful guide on this tour that surprised us at every moment. We emphasize that the information and the way he transmitted his knowledge about the history and potential of each place with such passion made the tour unforgettable. Thank you Yanet for these moments and experiences that we will take with us to Uruguay!,5.0,Mar 2024 • Friends,2024.0,March,Friends,en,74.0,"['yanet', 'herrera', 'guide', 'tour', 'unforgettable', 'information', 'passion', 'history', 'lima', 'uruguay']",46,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabby and Gabriel are great tour guides,"Both parts of this trip were great.   Am saw  the central historical district and pm saw the Larco museum and magic water.   So much great information was given the entire time.  Their English was excellent and they knew the answers to all of our questions.   Would definitely recommend this tour, this operator and these guides",5.0,"Written May 7, 2022",2022.0,May,Unknown,en,79.0,"['gabby', 'gabriel', 'tour', 'guides', 'trip', 'historical', 'district', 'larco', 'museum', 'information']",47,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatiful Lima,"This was an easy and interesting way to discover Lima highlights. The trip to Larco museum was great. I have travelled a lot over the world, seen a lot of museums. Larco museum is a must.",5.0,Sep 2019,2019.0,September,Unknown,en,54.0,"['lima', 'larco', 'museum', 'trip', 'highlights', 'discover', 'travelled', 'must']",48,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disappointing arrangement Vistor,Viator agreed to and received $300 for 4 people for a dinner and a tour of Lima fountain. The tour guide never responded nor showed up. We had a wasted night on sep 7   Please don’t book any tours on viator as they are not responsive and have a poor management.i am still waiting on a refund. I have other telephone charges in a foreign country trying to reach the tour guide and no success.,1.0,Sep 2019 • Friends,2019.0,September,Friends,en,88.0,"['viator', 'tour', 'guide', 'dinner', 'lima', 'fountain', 'refund', 'wasted', 'responsive', 'management']",49,negative,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long day - but lots to see and do!,"This tour starts early in the day - you drive around Lima and see some of the city sites. You then get dropped off at this buffet restaurant and then have to kill a few hours (which is at a shopping centre/by the coast) because your guide leaves you there then you need to get to the pick up point for the afternoon/evening guide. If I had known that, I would have booked it as two half day tours and gotten dropped off and picked up back at the hotel. Also - as an FYI - the company that runs these tours is not responsive to emails to confirm the activities. They ignored my many emails and Messenger posts. I was lucky that they showed up per my booking - there was no confirmation prior to the event. The Larco Museum and Water Circuit was the highlight of this tour.",5.0,May 2019,2019.0,May,Unknown,en,104.0,"['tour', 'lima', 'larco', 'museum', 'water', 'circuit', 'guide', 'buffet', 'restaurant', 'booking']",50,positive,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interesting to see only objects,"If you like to see only many historical objects, this is your ideal place. There are no historical reviews to read. They had no guides or anyone to point you to the places. There's no order to start. Inside there are shops open but it seems at the same time abandoned. Without a guide you can not do a pleasant tour, the only fun for me was to see objects from different countries and years. Take cash, I couldn't pay by card. They don’t give you a brochure, there is no QR’S to see if there are stories to listen to, it’s far away and getting there by bus is not easy, just by taxi, own car or bus with visiting groups.",3.0,May 2025 • Family,2025.0,May,Family,en,112.0,"['objects', 'historical', 'guide', 'tour', 'shops', 'cash', 'card', 'brochure', 'qr', 'taxi']",51,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
